S -7.3007605201 3.1829714433 0.4266988363
C -6.6651526493 -0.1060909466 -0.0504834687
C -8.1078343285 -0.0518322214 -0.0850778190
C -8.6964067170 -1.2662859513 0.1666012692
S -7.5451059917 -2.5496477647 0.4537315038
C -6.1935607645 -1.4347610073 0.2311576295
S -3.2322873596 -4.0306242706 -0.4302862585
H -1.4602772894 -6.5069325285 0.2165442754
H -2.7680365530 -7.5213873585 0.9061819860
H -2.7803200527 -7.0975777166 -0.8353207540
H -4.5208670119 -6.1145363050 2.2658118001
H -5.6112785270 -3.6975038610 2.3189220754
H -1.8937140667 -1.7128913002 0.2654257928
H -0.3807783454 2.9205546307 -0.3718179169
H 2.2480023840 2.8051485512 -0.4235132051
H 5.3414917952 -3.9788555906 -1.1335705829
H 7.4901002827 -5.5300837709 -1.0325179206
H 9.6438044806 -4.1695645052 -0.2223783644
H 8.0886726918 0.6990625743 -0.1200439998
H 8.6128168228 4.8756079740 2.1083363584
H 6.9094864631 4.2797648238 2.3520131023
H 8.3203788284 3.1180960841 2.4965266267
H -4.9644914445 2.8621647342 -2.3603446151
H -6.0310479544 5.2887378206 -2.2617200375
H -7.7616022968 6.6901457309 -0.8681854068
H -9.0545392759 5.6827119751 -0.1414522296
H -7.6985873909 6.2611195081 0.8706998428
H -8.6775797094 0.8622530774 -0.2995996686
H -9.7701556978 -1.4950242968 0.1983562061
QChem B3LYP/def2-SVP DFT,-0.187,-0.099,0.088,1.56454461973,0.4885289015,49.2884633879 
QChem BP86/def2-SVP DFT,-0.171,-0.119,0.052,0.725224574599,0.0531467495,210.011652048 
QChem M06-2X/def2-SVP DFT,-0.228,-0.077,0.151,8.87303812464e-05,1.604195666,0.000851260723918 
QChem PBE0/def2-SVP DFT,-0.197,-0.099,0.098,1.39279039946,0.7606427465,28.1807549529 
Conformer 3
68
C -2.6142687769 -6.6422489373 -0.5377295240
C -3.4163958642 -5.4818511956 -0.0235539673
C -4.3267864406 -5.4492557963 1.0212909588
C -4.9145738156 -4.1649667143 1.2330437369
C -4.4539614491 -3.1890379434 0.3554602439
C -4.8650594021 -1.7794168221 0.2522718915
C -3.9297258242 -0.7022445575 0.1570701562
C -2.4959370254 -0.7680071407 0.1616811193
C -1.8737366645 0.4638484162 0.0296861890
C -0.4600348185 0.7618697572 -0.0018665291
C 0.1815733150 1.9745906135 -0.2741641853
C 1.5944193609 1.9009322059 -0.2155443881
C 2.0726448490 0.6236837111 0.1055621503
C 3.4387339690 0.1923458282 0.2509585829
S 3.8517577060 -1.3360827025 1.0287549687
C 5.5833148391 -1.1338704801 0.8128033180
C 6.4858544606 -2.1689084912 1.2597867730
C 6.2019047642 -3.5062787743 1.5589681875
C 7.3418017567 -4.2447394741 1.9863564904
C 8.4973634327 -3.4817213867 2.0138913885
S 8.1966920897 -1.8424556051 1.5332414991
C 5.8354182648 0.1048095579 0.1847016414
C 7.0121427129 0.8013089315 -0.2663664299
C 6.6907082757 1.9891728332 -0.8807279921
S 7.8764539955 3.1428574995 -1.5870743032
C 7.9124807707 2.7029117031 -3.3530921069
O 7.2838912881 4.4962059090 -1.4818811338
O 9.2019607224 2.8067858764 -1.0153840723
S 4.9608081500 2.3557194303 -0.9349055223
C 4.6273588584 0.8300806497 -0.1228853250
S 0.7300666692 -0.4938476341 0.3270847062
S -3.0510851340 1.7850389198 -0.0912054385
C -4.3994073493 0.6534181210 0.0414800161
C -5.7635137022 1.0132063850 0.0230940658
C -6.2170216594 2.4062101022 -0.1317718621
C -7.1672413009 2.9220065154 -1.0062851904
C -7.3630547552 4.3304217010 -0.8724263000
C -6.5744495731 4.9132986342 0.1077904328
C -6.5083015409 6.3529083741 0.5300608084
S -5.5723204032 3.7018696506 0.8773266428
C -6.6988478585 -0.0613396515 0.1462647715
C -8.1406686652 0.0064675290 0.1838100540
C -8.7330061573 -1.2281752552 0.2807722204
S -7.5854902471 -2.5461651536 0.3448557575
C -6.2311757646 -1.4164267930 0.2495843578
S -3.2837446009 -3.8987143526 -0.7589778953
H -2.8043827775 -7.5368809751 0.0880781106
H -2.8778002768 -6.9010530102 -1.5861419385
H -1.5223751888 -6.4379205636 -0.5159885490
H -4.5605263869 -6.3358542538 1.6297725825
H -5.6398409659 -3.9463523627 2.0298820268
H -1.9342976120 -1.7084481286 0.2529660010
H -0.3723914640 2.8946138982 -0.5116744090
H 2.2558362590 2.7642515413 -0.3768824078
H 5.1958016530 -3.9362444652 1.4461191415
H 7.3170391934 -5.3100743201 2.2568375801
H 9.5146680387 -3.7876152252 2.2901980511
H 8.0510589388 0.4632845467 -0.1514990463
H 6.8957638781 2.8209423053 -3.7719177939
H 8.2869972348 1.6682973045 -3.4619944286
H 8.6122362286 3.4276500226 -3.8135268453
H -7.6815165537 2.2975290938 -1.7507044527
H -8.0655435149 4.9116874688 -1.4886707803
H -5.4878612251 6.7757516185 0.4108313370
H -6.7980321983 6.4905710190 1.5940935710
H -7.2001784058 6.9581359009 -0.0890348240
H -8.7054020760 0.9474985783 0.1506530951
H -9.8067240665 -1.4531502574 0.3334392853
QChem B3LYP/def2-SVP DFT,-0.188,-0.098,0.09,1.50142390907,0.515740286,44.8043166441 
QChem BP86/def2-SVP DFT,-0.172,-0.118,0.054,1.02178314503,0.080358134,195.693534923 
QChem M06-2X/def2-SVP DFT,-0.228,-0.075,0.153,4.8859329188e-06,1.604195666,4.68746187614e-05 
QChem PBE0/def2-SVP DFT,-0.197,-0.098,0.099,1.31704752712,0.7606427465,26.6482262065 
Conformer 4
68
C -2.6113831652 -6.1205349402 -2.6319407734
C -3.4196224198 -4.8588122821 -2.5350668349
C -4.3452312835 -4.3459507276 -3.4305919696
C -4.9224869040 -3.1071701183 -3.0158582199
C -4.4401318975 -2.6478153479 -1.7946090101
C -4.8416638855 -1.4471916141 -1.0443449451
C -3.8999149699 -0.5502251011 -0.4500931898
C -2.4664224329 -0.5958588509 -0.5150439813
C -1.8380538313 0.4595032249 0.1291659437
C -0.4243064882 0.7251633259 0.2597913538
C 0.2180018007 1.8478997474 0.7930182420
C 1.6306104850 1.7725951265 0.7532620308
C 2.1107813233 0.5831959779 0.1871687531
C 3.4770955214 0.1773466888 -0.0109866786
S 3.8895985684 -1.3167138936 -0.8533262175
C 5.6254117100 -1.0907328123 -0.6919558153
C 6.5273915531 -2.0800356803 -1.2306103889
C 6.2241645170 -3.2183811789 -1.9883949659
C 7.3692025914 -3.9831392775 -2.3470758288
C 8.5501261680 -3.4389741389 -1.8702042085
S 8.2688426124 -1.9831883499 -0.9714471647
C 5.8764725432 0.1149060611 -0.0002813642
C 7.0556827450 0.8234636862 0.4250641931
C 6.7357584133 1.9830390300 1.0920411947
S 7.9272384834 3.1412551502 1.7816281499
C 8.0272355279 2.6668098823 3.5360091549
O 9.2365822108 2.8366402608 1.1577194220
O 7.3129968130 4.4876740668 1.7244553672
S 5.0029077639 2.3096197338 1.2247869530
C 4.6677335141 0.8062095098 0.3741277141
S 0.7668536354 -0.4512745585 -0.2870794243
S -3.0092484111 1.5754641703 0.8566485042
C -4.3624760819 0.6070419312 0.2695043405
C -5.7237602863 0.9409574418 0.4313644548
C -6.1216389524 2.1453957199 1.1798396194
C -5.6471152637 2.5973480464 2.4066780384
C -6.2138472638 3.8431897288 2.8158726896
C -7.1232039848 4.3674630522 1.9105478068
C -7.9142869318 5.6406900478 1.9977854442
S -7.2796969083 3.3048922685 0.5277663014
C -6.6659282395 0.0438194915 -0.1617558775
C -8.1079120971 0.0914358552 -0.0998603143
C -8.7071685255 -0.9629102735 -0.7434259075
S -7.5670087152 -2.0792330881 -1.4575767514
C -6.2058964074 -1.1125411107 -0.8809753475
S -3.2612927443 -3.7945249969 -1.1543190943
H -1.5199541060 -5.9142725904 -2.6740927168
H -2.8856312263 -6.6749220803 -3.5514337106
H -2.7835084823 -6.7949026185 -1.7657480245
H -4.5987220000 -4.8515976422 -4.3743777684
H -5.6587230254 -2.5454004207 -3.6084284928
H -1.9104268663 -1.3822852854 -1.0448021713
H -0.3354480355 2.7113460157 1.1902522356
H 2.2894166328 2.5751502695 1.1140975508
H 5.1961038269 -3.4817835059 -2.2782736661
H 7.3287475983 -4.9067431256 -2.9419867214
H 9.5760957913 -3.8074263162 -1.9972798991
H 8.0974479107 0.5233994863 0.2481677022
H 8.4239055816 1.6376158374 3.6126454893
H 7.0215019917 2.7575592558 3.9869453792
H 8.7266113539 3.3960218414 3.9899347480
H -4.9245769619 2.0259312156 3.0070609450
H -5.9648251620 4.3454422011 3.7626751452
H -9.0095888367 5.4520723825 2.0004026227
H -7.7023393896 6.3239589756 1.1473622416
H -7.6623288425 6.1781094020 2.9336013424
H -8.6687697201 0.8823897704 0.4159642083
H -9.7827253743 -1.1621979164 -0.8426622659
QChem B3LYP/def2-SVP DFT,-0.187,-0.1,0.087,1.64273248816,0.4885289015,51.7516465031 
QChem BP86/def2-SVP DFT,-0.171,-0.119,0.052,0.725224574599,0.0531467495,210.011652048 
QChem M06-2X/def2-SVP DFT,-0.227,-0.078,0.149,0.000804710981759,1.5769842815,0.00785344399054 
QChem PBE0/def2-SVP DFT,-0.196,-0.1,0.096,1.52547374609,0.733431362,32.0105287702 
Conformer 5
68
C -4.1762178618 -6.9963303032 0.1708531911
C -4.0984199394 -5.5550097112 -0.2432240326
C -3.3236987322 -4.9776527914 -1.2380332584
C -3.5017549541 -3.5662538426 -1.3585567342
C -4.4236233694 -3.0418431461 -0.4578042608
C -4.8507652819 -1.6436606084 -0.2903926334
C -3.8930012152 -0.5839113870 -0.2238555792
C -2.4612580099 -0.6812742566 -0.1976701323
C -1.8137879374 0.5397102230 -0.0834020600
C -0.3950077525 0.8049901454 -0.0170395280
C 0.2695275748 2.0276934857 0.1241304083
C 1.6799088237 1.9119121558 0.1677892528
C 2.1344010919 0.5905760957 0.0597568893
C 3.4902473025 0.1071645943 0.0747424897
S 3.8629572334 -1.6060591755 0.2698367730
C 5.6021913821 -1.3777584092 0.1752289164
C 6.4771994060 -2.5241197692 0.2523413334
C 6.1700501001 -3.8727726082 0.0391205991
C 7.2815324486 -4.7426318890 0.2264623718
C 8.4387616268 -4.0680041146 0.5787818234
S 8.1736517262 -2.3582838229 0.7014295066
C 5.8867826466 -0.0030188668 0.0303557063
C 7.0846436007 0.7819179937 -0.1214063568
C 6.7957818877 2.1178040126 -0.2735977609
S 8.0149613784 3.4226054169 -0.4925031135
C 8.0641975484 3.6756434257 -2.2940782550
O 9.3252823496 2.8635656276 -0.0842050220
O 7.4508787997 4.6518264559 0.1112294527
S 5.0730498636 2.5177134439 -0.2245549422
C 4.6969887340 0.8103406814 -0.0224662237
S 0.7716976245 -0.5110858522 -0.1142745066
S -2.9641696200 1.8881806188 -0.0010050691
C -4.3340744497 0.7805774651 -0.1036462363
C -5.6884803415 1.1626971849 -0.0142282032
C -6.0659186981 2.5797342074 0.1286225991
C -5.6140251272 3.6754030462 -0.5990570843
C -6.1480659986 4.9211533125 -0.1483299762
C -7.0061679445 4.8023913253 0.9338174610
C -7.7449332750 5.8819673259 1.6710539417
S -7.1564473266 3.1223344673 1.4038656528
C -6.6462732040 0.1028323187 -0.0668277078
C -8.0865967016 0.2000130931 -0.0561922413
C -8.7066205461 -1.0198371991 -0.1669546956
S -7.5891554073 -2.3580145852 -0.2980155677
C -6.2086727409 -1.2603404914 -0.1995411904
S -5.0646027665 -4.3344510394 0.5565835322
H -5.2058092762 -7.4025712432 0.0744957187
H -3.8619173997 -7.1456877791 1.2263348616
H -3.5096243901 -7.6076576304 -0.4696292095
H -2.6452509677 -5.5654299702 -1.8747177090
H -2.9968402151 -2.9450222854 -2.1121192088
H -1.9221325830 -1.6379093453 -0.2330055033
H -0.2666886319 2.9844577999 0.2059009389
H 2.3548940287 2.7687954270 0.3051240540
H 5.1684837077 -4.2099721584 -0.2663620290
H 7.2362395573 -5.8334040311 0.0962983653
H 9.4381908465 -4.4775491645 0.7739875995
H 8.1157012649 0.4023905663 -0.1225296109
H 7.0581846151 3.9764364300 -2.6415891787
H 8.4091653967 2.7451491951 -2.7818149127
H 8.7926630620 4.4959239297 -2.4468725977
H -4.9325118241 3.5741492488 -1.4560585518
H -5.9118876087 5.8911422375 -0.6111537891
H -7.5279134211 6.8664830378 1.2109104627
H -8.8453274611 5.7298403231 1.6433630026
H -7.4487120217 5.9359866270 2.7407977123
H -8.6308935853 1.1504888249 0.0254450214
H -9.7857757044 -1.2232510456 -0.1836796198
QChem B3LYP/def2-SVP DFT,-0.188,-0.099,0.089,1.57140680508,0.515740286,46.8926914285 
QChem BP86/def2-SVP DFT,-0.171,-0.118,0.053,0.699699158573,0.0531467495,202.619962665 
QChem M06-2X/def2-SVP DFT,-0.228,-0.076,0.152,2.42308619738e-05,1.604195666,0.000232465823038 
QChem PBE0/def2-SVP DFT,-0.197,-0.098,0.099,1.31704752712,0.7606427465,26.6482262065 
Conformer 6
68
C -2.6847536047 -6.6903447321 0.5324549691
C -3.4753203224 -5.5051383051 0.0586496451
C -4.3939160180 -5.4304743385 -0.9770237264
C -4.9681583619 -4.1337410272 -1.1450311194
C -4.4884936229 -3.1902582039 -0.2423649473
C -4.8826300309 -1.7806381915 -0.0891683153
C -3.9341791290 -0.7202359993 0.0525838991
C -2.5014811750 -0.7959058583 0.0041978395
C -1.8662037020 0.4306342197 0.1272362112
C -0.4505388167 0.7186892818 0.1203863843
C 0.2000655523 1.9523403967 0.2275347655
C 1.6117561528 1.8616483742 0.1780325204
C 2.0818350552 0.5491111189 0.0313193221
C 3.4437777251 0.0908999629 -0.0504780654
S 3.8364109633 -1.5830384243 -0.4467283954
C 5.5743843275 -1.3375970069 -0.3675633951
C 6.4653292698 -2.4411446141 -0.6382374535
C 6.1812991487 -3.6555699209 -1.2733850467
C 7.3062971646 -4.5235784512 -1.3635910449
C 8.4508407003 -3.9799252431 -0.8044255580
S 8.1573994132 -2.4028015563 -0.1446703123
C 5.8417229842 0.0074158007 -0.0335495836
C 7.0321424435 0.7930415235 0.1634674166
C 6.7296853095 2.0970296804 0.4784055768
S 7.9457568563 3.3805642137 0.8092225252
C 8.0838707059 4.2754180130 -0.7698337388
O 9.2381841617 2.6944350115 1.0442204023
O 7.3482695476 4.3104346382 1.7949141204
S 5.0002958781 2.4561930372 0.5774589429
C 4.6424771154 0.7894259648 0.1389626683
S 0.7307493709 -0.5783003851 -0.0334617210
S -3.0295354393 1.7573917416 0.3070680066
C -4.3886664489 0.6367677221 0.2059721827
C -5.7473762702 1.0158431368 0.2122684568
C -6.1379621455 2.4282931991 0.3618219419
C -5.6717462760 3.3659083779 1.2769887323
C -6.2318273965 4.6677917169 1.0977177227
C -7.1253812173 4.7508913685 0.0412103247
C -7.8986017246 5.9421734755 -0.4461080791
S -7.2778488216 3.1936553219 -0.7447719800
C -6.6963783804 -0.0438874848 0.0693516807
C -8.1376269461 0.0329534517 0.1126471902
C -8.7438151855 -1.1929795212 -0.0079823162
S -7.6114531822 -2.5143552060 -0.1744023658
C -6.2444206794 -1.4003032802 -0.0808592342
S -3.3177790454 -3.9463876153 0.8396610016
H -2.9518155375 -6.9827975560 1.5711504437
H -1.5909961617 -6.4958617234 0.5186578943
H -2.8828858835 -7.5607987182 -0.1241242777
H -4.6428221756 -6.2956975028 -1.6097834141
H -5.6978489240 -3.8831366691 -1.9284639313
H -1.9505710410 -1.7372757905 -0.1319435856
H -0.3476188841 2.9002591750 0.3333185156
H 2.2778285990 2.7347144344 0.2286602918
H 5.1869282329 -3.8924832318 -1.6797495009
H 7.2794173486 -5.5163359391 -1.8351991568
H 9.4557240988 -4.4166371675 -0.7394262064
H 8.0683700160 0.4351518317 0.0907918414
H 8.4535704053 3.5818666275 -1.5475305457
H 7.0978907070 4.7027520353 -1.0316109900
H 8.8200865028 5.0798619252 -0.5757171758
H -4.9616358256 3.1081782264 2.0760840109
H -5.9903965229 5.5303549493 1.7369900420
H -7.6359769883 6.2123303604 -1.4917809796
H -8.9957398456 5.7680679421 -0.4190075811
H -7.6790755195 6.8197386633 0.1939908051
H -8.6931973295 0.9717614342 0.2400676206
H -9.8205133664 -1.4096388990 -0.0052329268
QChem B3LYP/def2-SVP DFT,-0.187,-0.099,0.088,1.56454461973,0.4885289015,49.2884633879 
QChem BP86/def2-SVP DFT,-0.171,-0.118,0.053,0.699699158573,0.0531467495,202.619962665 
QChem M06-2X/def2-SVP DFT,-0.228,-0.077,0.151,8.87303812464e-05,1.604195666,0.000851260723918 
QChem PBE0/def2-SVP DFT,-0.197,-0.099,0.098,1.39279039946,0.7606427465,28.1807549529 
Conformer 7
68
C -2.6454868052 -6.6818252001 -0.1392887690
C -3.4254116041 -5.4878891430 0.3301703546
C -4.2935584495 -5.3850530488 1.4061515633
C -4.8683029663 -4.0868418018 1.5600556442
C -4.4393249115 -3.1699919658 0.6057642311
C -4.8519416058 -1.7686875748 0.4272657956
C -3.9209845271 -0.7072002033 0.1986127726
C -2.4870120807 -0.7731582560 0.1673679348
C -1.8694398941 0.4528059675 -0.0288714095
C -0.4590122739 0.7556248258 -0.1098839830
C 0.1687784343 2.0037635183 -0.1787042364
C 1.5801321781 1.9315518638 -0.2525574454
C 2.0730535185 0.6193618180 -0.2408944665
C 3.4430642399 0.1820503688 -0.2948537442
S 3.8707649202 -1.5090770627 -0.5576290179
C 5.6044450837 -1.2210685125 -0.5061163591
C 6.5161063537 -2.3270074493 -0.6753903912
C 6.2245457879 -3.6522186929 -1.0216765068
C 7.3760877344 -4.4844546807 -1.1014640929
C 8.5502495842 -3.8059979435 -0.8200830803
S 8.2537298252 -2.1386434080 -0.4457522173
C 5.8428867040 0.1543810005 -0.2916636948
C 7.0141214741 0.9807348811 -0.1500758605
C 6.6803708466 2.2972172370 0.0664758975
S 7.8629442156 3.6357455356 0.2834256234
C 7.9448297418 3.8582195084 2.0877658795
O 9.1797290356 3.1224597534 -0.1632714101
O 7.2514217251 4.8586714663 -0.2856818422
S 4.9440823725 2.6310967124 0.0872774232
C 4.6263359783 0.9203140562 -0.1769490360
S 0.7433127809 -0.5307027476 -0.1329870977
S -3.0509788060 1.7659061978 -0.1875441197
C -4.3938715927 0.6416606462 0.0266610586
C -5.7543254435 1.0103786954 0.0812721490
C -6.2056621995 2.4043563613 -0.0674781723
C -7.0775467802 3.1283792663 0.7383776441
C -7.2919604769 4.4674398690 0.2898040553
C -6.5942048060 4.7880514278 -0.8647366707
C -6.5711705334 6.0852569339 -1.6207435717
S -5.6595895627 3.4115438294 -1.4083887130
C -6.6857021893 -0.0514894728 0.3024606922
C -8.1279248383 0.0153249218 0.3254432990
C -8.7177571192 -1.2093885224 0.5174515689
S -7.5680151704 -2.5170097743 0.6775270534
C -6.2156161190 -1.3984825706 0.4779606891
S -3.3174200915 -3.9545729056 -0.5073871079
H -2.8328918450 -7.5414392686 0.5344519838
H -1.5511829970 -6.4889789284 -0.1471743073
H -2.9307874378 -6.9902056046 -1.1683624616
H -4.5062296412 -6.2310402112 2.0769774645
H -5.5615129980 -3.8155903402 2.3693110995
H -1.9215270629 -1.7051223290 0.3081208470
H -0.3951814660 2.9479394195 -0.1743339719
H 2.2291306521 2.8150571662 -0.3351864834
H 5.2007736737 -4.0005899010 -1.2233670155
H 7.3452689979 -5.5516477756 -1.3636007292
H 9.5788765526 -4.1888554321 -0.8123838286
H 8.0604045319 0.6509817245 -0.2093174224
H 8.3269648866 2.9295837805 2.5506760243
H 8.6530289492 4.6962441504 2.2395374612
H 6.9389148330 4.1238523492 2.4632367845
H -7.5221255814 2.7075918796 1.6518333591
H -7.9398507548 5.1901615878 0.8083871872
H -7.2247618126 6.8250358655 -1.1171526983
H -5.5491586665 6.5181301967 -1.6762533227
H -6.9340711539 5.9679897364 -2.6644700577
H -8.6947800629 0.9450829937 0.1834306732
H -9.7915331856 -1.4340105734 0.5712589947
QChem B3LYP/def2-SVP DFT,-0.187,-0.099,0.088,1.56454461973,0.4885289015,49.2884633879 
QChem BP86/def2-SVP DFT,-0.171,-0.119,0.052,0.725224574599,0.0531467495,210.011652048 
QChem M06-2X/def2-SVP DFT,-0.228,-0.077,0.151,8.87303812464e-05,1.604195666,0.000851260723918 
QChem PBE0/def2-SVP DFT,-0.197,-0.099,0.098,1.39279039946,0.7606427465,28.1807549529 
Conformer 8
68
C -2.6165988631 -6.5562379537 -1.1306985011
C -3.4048078728 -5.4333230391 -0.5207735012
C -4.3087377360 -5.4760708900 0.5294149544
C -4.8868606466 -4.2085489070 0.8435582446
C -4.4244007399 -3.1706664314 0.0410261639
C -4.8291446262 -1.7557908072 0.0438033663
C -3.8885901487 -0.6797837866 0.0137569043
C -2.4553139552 -0.7504194790 0.0495856530
C -1.8290201714 0.4868824688 0.0568266101
C -0.4152599616 0.7821843904 0.0948393397
C 0.2263741594 2.0244303347 0.1378798204
C 1.6386848479 1.9385158184 0.1792370563
C 2.1179947741 0.6213228066 0.1675351536
C 3.4827606260 0.1657328685 0.1997748619
S 3.8880099819 -1.5318063025 0.4577981330
C 5.6244769611 -1.2712184867 0.3792663166
C 6.5204559615 -2.3920567963 0.5351293108
C 6.2195680607 -3.6982603510 0.9400395134
C 7.3547968794 -4.5557187072 0.9786561671
C 8.5252674185 -3.9150229571 0.6076807136
S 8.2448828219 -2.2537682881 0.1957252874
C 5.8814222073 0.0994976723 0.1575628479
C 7.0637476698 0.9070195558 0.0013757934
C 6.7481501387 2.2286103752 -0.2113469316
