gap,homo,lumo,is_camb3lyp/6-31g,is_QChem PBE0/def2-SVP DFT,is_QChem B3LYP/def2-SVP DFT,is_b3lyp/6-31g(d),is_QChem BP86/def2-SVP DFT,is_QChem M06-2X/def2-SVP DFT
2.8539,-4.703759814039601,-1.6351320561473999,0,0,0,1,0,0
2.5223,-4.4610342700084,-1.5396200987987998,0,0,0,1,0,0
2.1569,-5.7573845970988,-3.2207393936696005,0,0,0,1,0,0
1.7322,-4.625118914684201,-2.5263048775624,0,0,0,1,0,0
2.6433,-4.767162338433401,-1.7902369441494002,0,0,0,1,0,0
2.0387,-5.982966969298201,-3.3935316811806002,0,0,0,1,0,0
2.4431,-6.216712756659999,-1.9159535375800003,1,0,0,0,0,0
2.1349,-5.592483610907201,-2.9937964522772,0,0,0,1,0,0
1.9061,-4.522804111370601,-2.2370478671306,0,0,0,1,0,0
1.9142,-5.445270024224601,-2.978285963477,0,0,0,1,0,0
2.221,-4.9100221036984,-2.409568040803,0,0,0,1,0,0
2.0542,-5.9160269649999995,-1.99296175391,1,0,0,0,0,0
2.5021,-6.127459417590001,-1.77853604909,1,0,0,0,0,0
2.0544,-5.1146517103256,-2.7796428612989996,0,0,0,1,0,0
3.5293,-5.619967108609999,-1.81608775882,0,0,0,1,0,0
5.5172,-8.61702892695,-0.4900770233189999,1,0,0,0,0,0
1.9375,-4.388651988940801,-2.205482661853,0,0,0,1,0,0
2.397,-5.237647165372801,-2.485759915611,0,0,0,1,0,0
2.565,-6.1318132390099995,-2.0898342804499994,1,0,0,0,0,0
2.673,-5.1200939870976,-2.2430343715797996,0,0,0,1,0,0
1.9263,-5.0379156078404,-2.7812755443306,0,0,0,1,0,0
1.4256,-4.609336312045401,-2.8242695308294,0,0,0,1,0,0
2.9891,-6.103513399800001,-1.1646472292099999,1,0,0,0,0,0
3.2338,-5.132066995996,-1.6841125470954,0,0,0,1,0,0
1.1933,-4.670834039568999,-2.9859051509577994,0,0,0,1,0,0
2.7344,-6.350048537569999,-2.31378396962,1,0,0,0,0,0
2.8424,-6.481479521609998,-1.6256080718,1,0,0,0,0,0
2.2376,-4.8077073003848,-2.4049421055468003,0,0,0,1,0,0
3.2419,-7.030333134070001,-1.81935312488,1,0,0,0,0,0
2.515,-4.938594056751399,-2.129290787045,0,0,0,1,0,0
1.8167,-5.023765688233199,-2.9097132761498,0,0,0,1,0,0
2.2205,-5.4964274258814,-2.9423669367817995,0,0,0,1,0,0
3.0411,-5.522822468225598,-2.1570463985822,0,0,0,1,0,0
3.3702,-6.343245691599999,-0.8851863169660001,1,0,0,0,0,0
1.655,-4.6441668833862,-2.7603227787584,0,0,0,1,0,0
2.5667,-4.2400778330652,-1.3632903313859999,0,0,0,1,0,0
0.5857,-4.9911120276,-4.18728774838,0,0,0,1,0,0
2.313,-6.152766004579999,-2.12031103037,1,0,0,0,0,0
2.0589,-5.1489380539892,-2.7371931024774,0,0,0,1,0,0
4.799,-4.728250059513601,0.4674915747148,0,0,0,1,0,0
2.6509,-6.012355263870002,-3.00631368885,0,0,0,1,0,0
2.399,-5.6455458094342,-3.049035561513,0,0,0,1,0,0
2.49,-6.356307155859999,-2.02860866676,1,0,0,0,0,0
2.5035,-5.770718175190201,-2.835426198212,0,0,0,1,0,0
3.2244,-5.237647165372801,-1.6822077502252,0,0,0,1,0,0
2.9179,-4.787842990167,-1.4802992819839997,0,0,0,1,0,0
2.1924,-4.9679823513202015,-2.6985529373961996,0,0,0,1,0,0
1.794,-5.1358765897364,-3.0525730414148,0,0,0,1,0,0
2.1694,-4.577226879090599,-2.1254811933046,0,0,0,1,0,0
1.9268,-5.2166943998006,-2.9940685661157995,0,0,0,1,0,0
2.5285,-5.1024065875886,-2.2275238827796,0,0,0,1,0,0
2.3245,-4.4955927275106,-1.9649340285306,0,0,0,1,0,0
3.1186,-5.351934977584799,-1.8511904439958,0,0,0,1,0,0
2.5087,-6.400661711550001,-2.0582690751700006,1,0,0,0,0,0
2.5313,-4.836823481115001,-2.0169077717032002,0,0,0,1,0,0
1.5492,-4.887708768933201,-3.0212799499758005,0,0,0,1,0,0
1.6358,-5.0806374805006005,-3.111621744391,0,0,0,1,0,0
2.109,-5.307036194215801,-2.8133849772854,0,0,0,1,0,0
2.967,-4.755189329535001,-1.4446523691273998,0,0,0,1,0,0
1.6777,-5.260776841653801,-3.3173398063726003,0,0,0,1,0,0
3.5246,-6.826791982799999,-1.17988560417,1,0,0,0,0,0
2.1092,-5.0128811346892,-2.7603227787584,0,0,0,1,0,0
1.7142,-4.5111032163108,-2.5450807324258005,0,0,0,1,0,0
1.9255,-4.636003468228199,-2.4223573912172003,0,0,0,1,0,0
2.8089,-5.425949941683999,-2.2958244562682,0,0,0,1,0,0
3.1617,-5.065126991700401,-1.6011178263223997,0,0,0,1,0,0
2.9122,-6.28202007792,-1.4604349717699998,1,0,0,0,0,0
2.2209,-4.6131459057857995,-2.1219437134028,0,0,0,1,0,0
2.6899,-6.806383444899999,-1.88357199079,1,0,0,0,0,0
2.8732,-6.344062033120001,-1.5834304268099997,1,0,0,0,0,0
2.7394,-5.5005091334604,-2.4539225964947997,0,0,0,1,0,0
2.3348,-4.97342462809,-2.42317373273,0,0,0,1,0,0
2.0601,-6.035212826309401,-3.0414163740322,0,0,0,1,0,0
2.2475,-4.319535073936399,-1.7831619843458,0,0,0,1,0,0
2.3046,-4.553008747455201,-2.0745959054863996,0,0,0,1,0,0
2.1749,-4.83763982263,-2.46480715004,0,0,0,1,0,0
2.7611,-4.542396307749799,-1.5964918910662,0,0,0,1,0,0
1.8316,-4.672194608762001,-2.6506609018026,0,0,0,1,0,0
2.2358,-5.492617832141001,-2.7559689573407997,0,0,0,1,0,0
1.8564,-4.5203550868232,-2.4370515385016,0,0,0,1,0,0
2.2615,-4.840633074855401,-2.3309271414476,0,0,0,1,0,0
3.2277,-5.73670394537,-2.05908541669,0,0,0,1,0,0
1.5084,-4.9639006437412005,-2.9344756354624,0,0,0,1,0,0
2.1616,-4.532328095721601,-2.1162293227921998,0,0,0,1,0,0
1.6173,-4.919818201887999,-2.971483117512,0,0,0,1,0,0
1.6483,-5.5073119794254,-3.5921747833586,0,0,0,1,0,0
2.1547,-5.884461759729999,-2.00575110432,1,0,0,0,0,0
2.4733,-5.0387319493562,-2.3211310432579997,0,0,0,1,0,0
1.6739,-5.181047486944002,-3.2577468757192003,0,0,0,1,0,0
1.9419,-5.237647165372801,-2.9124344145358005,0,0,0,1,0,0
2.1252,-5.616429628703999,-2.821820506282,0,0,0,1,0,0
1.9722,-5.1181891902274,-2.9698504344804,0,0,0,1,0,0
1.3465,-4.8229456753464,-3.0876757265942,0,0,0,1,0,0
4.2237,-8.551177378,-1.2046479634800003,1,0,0,0,0,0
1.944,-4.986486092345,-2.6952875713330005,0,0,0,1,0,0
3.0008,-6.817812226119999,-1.86125865602,1,0,0,0,0,0
2.5007,-6.408280899030001,-2.0294250082800005,1,0,0,0,0,0
1.7949,-4.981043815573,-2.8536578253982,0,0,0,1,0,0
2.5519,-4.3568146698246,-1.5518652215358,0,0,0,1,0,0
1.7155,-5.402003923887201,-3.2471344360137997,0,0,0,1,0,0
2.4671,-5.2175107413164,-2.5801834176052,0,0,0,1,0,0
2.32,-4.9203624295652,-2.2179998984286,0,0,0,1,0,0
2.6834,-5.955483471600001,-1.3894132598899998,1,0,0,0,0,0
2.5921,-6.3827021982000005,-2.2335103872299995,1,0,0,0,0,0
2.1578,-4.974513083446601,-2.5657613841593996,0,0,0,1,0,0
2.5669,-5.0278473958122,-2.061262327395,0,0,0,1,0,0
2.1389,-5.806092974208201,-3.3048225697969995,0,0,0,1,0,0
2.3746,-4.972064058899201,-2.2607217710888,0,0,0,1,0,0
2.0665,-5.263770093878399,-2.9108017315041996,0,0,0,1,0,0
1.8407,-5.122815125483601,-2.9684898652873994,0,0,0,1,0,0
2.6905,-6.985434350700001,-2.40222096716,1,0,0,0,0,0
3.6055,-5.899700134689998,-0.370346934335,1,0,0,0,0,0
1.7891,-4.794917949970601,-2.8563789637842003,0,0,0,1,0,0
3.5446,-7.21836379654,-1.50261261675,1,0,0,0,0,0
1.9397,-4.5249810220794,-2.3578664114690002,0,0,0,1,0,0
2.6557,-5.447991162610601,-2.4166430006066,0,0,0,1,0,0
2.1789,-4.625391028522799,-2.2057547756916,0,0,0,1,0,0
2.0994,-4.6512418431898,-2.4120170653504,0,0,0,1,0,0
2.8473,-6.73563384687,-2.25718429119,1,0,0,0,0,0
2.2907,-4.442802642819999,-1.78533889505,0,0,0,1,0,0
2.1871,-5.1190055317432,-2.6038573215634,0,0,0,1,0,0
2.4657,-5.677655242389,-2.9589658809363995,0,0,0,1,0,0
2.9837,-4.924988364821401,-1.522476926967,0,0,0,1,0,0
0.8783,-5.0814538220164005,-3.882792362983399,0,0,0,1,0,0
2.9237,-6.20038592634,-1.5205721300999997,1,0,0,0,0,0
1.8028,-5.103222929104401,-3.0406000325164,0,0,0,1,0,0
2.7673,-5.0659433332162,-1.9518725642778,0,0,0,1,0,0
2.9481,-4.797366974518001,-1.503428958265,0,0,0,1,0,0
2.8938,-5.2234972457656,-1.9233006112248,0,0,0,1,0,0
2.2542,-4.6849839591762,-2.1461618450382,0,0,0,1,0,0
2.428,-5.8148006170434,-3.1293091439,0,0,0,1,0,0
2.608,-5.000363898110001,-2.08765736974,0,0,0,1,0,0
2.2025,-6.740259782119999,-2.10616111076,1,0,0,0,0,0
1.7512,-4.8523339699151995,-2.8985566087672003,0,0,0,1,0,0
2.2714,-5.207170415449601,-2.8694404280370005,0,0,0,1,0,0
3.2998,-6.249910644960001,-1.03648161123,1,0,0,0,0,0
3.1799,-6.43821342128,-1.14124543909,1,0,0,0,0,0
1.8871,-4.773965184398401,-2.6754232611152,0,0,0,1,0,0
2.1009,-4.5785874482836,-2.1793597333474,0,0,0,1,0,0
1.7909,-5.301866031282401,-3.1254995501596006,0,0,0,1,0,0
1.9209,-4.844714782434401,-2.6555589508974,0,0,0,1,0,0
2.356,-5.5203734436800005,-2.75025456673,0,0,0,1,0,0
2.4131,-5.74432313285,-1.63812530837,1,0,0,0,0,0
4.0801,-6.572093429870001,-0.17632976741299997,1,0,0,0,0,0
1.4582,-4.936961373719799,-2.9010056333145995,0,0,0,1,0,0
2.6166,-5.95711615463,-1.44084277539,1,0,0,0,0,0
3.438,-6.6442035971,-1.5330893666700003,1,0,0,0,0,0
2.8614,-6.18514755138,-1.45798594722,1,0,0,0,0,0
2.6162,-5.576701008268401,-2.6642665937326,0,0,0,1,0,0
1.7026,-5.2392798484,-3.2008750834499997,0,0,0,1,0,0
1.3724,-4.7720603875282,-2.9676735237715994,0,0,0,1,0,0
1.8879,-5.137509272768,-2.9657687269014006,0,0,0,1,0,0
2.8495,-6.539167655399999,-1.09444185885,1,0,0,0,0,0
2.4729,-6.23440015616,-2.29772925314,1,0,0,0,0,0
2.437,-6.49835057961,-2.2476603068400003,1,0,0,0,0,0
2.8137,-6.2776662565,-1.4190736683000003,1,0,0,0,0,0
2.0676,-4.892606818028,-2.6210004933952,0,0,0,1,0,0
2.4107,-4.6860724145306,-2.0631671242652,0,0,0,1,0,0
1.784,-4.8721982801329995,-2.9649523853856,0,0,0,1,0,0
2.672,-6.84856108988,-2.5453528462599997,1,0,0,0,0,0
1.9682,-5.072201951504001,-2.8283512384084,0,0,0,1,0,0
2.5336,-6.84066978857,-2.3755538109799996,1,0,0,0,0,0
2.3968,-6.910603045089999,-2.3246685231600006,1,0,0,0,0,0
1.915,-4.748658597408601,-2.5336519512045994,0,0,0,1,0,0
1.9573,-5.1475774847962,-2.8122965219309997,0,0,0,1,0,0
1.8466,-4.8713819386172,-2.6362388683568,0,0,0,1,0,0
1.9389,-4.6501533878354,-2.3850777953289994,0,0,0,1,0,0
2.2943,-4.9053961684422,-2.361948119048,0,0,0,1,0,0
1.6188,-5.316288064728199,-3.2803323243230005,0,0,0,1,0,0
1.6035,-5.0161465007524,-3.220467279831,0,0,0,1,0,0
2.9019,-6.73753864374,-1.87949028321,1,0,0,0,0,0
2.5788,-6.39004927184,-1.94207646609,1,0,0,0,0,0
1.8012,-5.22485781496,-3.18699727768,0,0,0,1,0,0
2.9061,-5.1260804915468,-1.995955006131,0,0,0,1,0,0
2.3636,-7.40340120679,-2.07051419791,1,0,0,0,0,0
1.959,-4.6934194881728,-2.4465755228526,0,0,0,1,0,0
1.4762,-4.7951900638092,-2.8841345753214,0,0,0,1,0,0
1.5892,-4.6237583454912,-2.7048115556839996,0,0,0,1,0,0
1.6255,-4.612057450431401,-2.5600469935488,0,0,0,1,0,0
1.7062,-4.3222562123224,-2.400044056452,0,0,0,1,0,0
2.3375,-5.3309822120126,-2.7559689573407997,0,0,0,1,0,0
2.6087,-6.16936494874,-1.9012593902999997,1,0,0,0,0,0
2.557,-5.157917810662999,-2.2971850254612,0,0,0,1,0,0
1.7346,-4.766073883079001,-2.8563789637842003,0,0,0,1,0,0
2.5925,-5.366357011030599,-2.4043978778695996,0,0,0,1,0,0
2.6225,-6.37127341698,-1.78479466738,1,0,0,0,0,0
3.1034,-7.48585169989,-1.9728253298499996,1,0,0,0,0,0
2.0685,-5.0915220340446,-2.6947433436558,0,0,0,1,0,0
2.1034,-6.360933091110001,-3.81476390333,0,0,0,1,0,0
1.6908,-4.964716985257001,-3.0558384074779994,0,0,0,1,0,0
2.1243,-5.864869563350001,-1.9910569570400003,1,0,0,0,0,0
2.1835,-4.9475738134252,-2.601408297016,0,0,0,1,0,0
3.7052,-7.5710233313678,-1.9788118342992,1,0,0,0,0,0
2.2478,-4.575594196059,-1.975546468236,0,0,0,1,0,0
1.564,-5.039004063194801,-2.9494418965854,0,0,0,1,0,0
2.1355,-6.51631009295,-1.9382668723499996,1,0,0,0,0,0
1.9865,-4.722535668903,-2.5116107302780004,0,0,0,1,0,0
2.4697,-4.9666217821272,-2.3483424271180002,0,0,0,1,0,0
2.5294,-4.986213978506399,-2.1023515170236005,0,0,0,1,0,0
2.3109,-4.8172312847358,-1.9818050865238,0,0,0,1,0,0
2.4013,-5.8289505366506,-3.2038683356764,0,0,0,1,0,0
2.997,-7.2730586781,-2.36085966369,1,0,0,0,0,0
2.4974,-6.232767473133,-1.8269723123604,1,0,0,0,0,0
1.9674,-4.7043040417168,-2.4664398330704,0,0,0,1,0,0
2.6204,-4.925804706337201,-1.9877915909730004,0,0,0,1,0,0
2.3861,-5.662416867429999,-1.4631561101500004,1,0,0,0,0,0
2.2623,-5.8406514317100005,-2.09337176035,1,0,0,0,0,0
1.7463,-4.703487700201,-2.6604569999922005,0,0,0,1,0,0
1.5669,-5.230027977892001,-3.1374725590579997,0,0,0,1,0,0
2.1969,-5.2060819600952,-2.6702530981818,0,0,0,1,0,0
1.7774,-4.7736930705598,-2.7317508257054,0,0,0,1,0,0
2.1028,-4.6223977762982,-2.2103807109477995,0,0,0,1,0,0
2.6729,-5.0692086992794,-2.132011925431,0,0,0,1,0,0
2.6998,-5.582143285040001,-0.958112825711,1,0,0,0,0,0
2.014,-5.2920699330928,-3.089852637303,0,0,0,1,0,0
1.5947,-4.866756003361002,-3.0278106821022006,0,0,0,1,0,0
3.5133,-6.965297926644199,-1.1888653608434,1,0,0,0,0,0
1.4189,-4.6977733095904,-2.9625033608382,0,0,0,1,0,0
1.9085,-5.4207797787506,-3.099104507815399,0,0,0,1,0,0
2.4166,-5.1260804915468,-2.4770522727757998,0,0,0,1,0,0
1.4557,-4.6594052583478,-3.0552941798008004,0,0,0,1,0,0
2.174,-5.6417362156938,-3.2324402887294,0,0,0,1,0,0
2.6806,-4.880089581450001,-1.95677061337,0,0,0,1,0,0
2.2029,-4.862946409620601,-2.370111534206,0,0,0,1,0,0
2.9382,-4.2716430383428,-0.9502215243912,0,0,0,1,0,0
1.7239,-4.829748521311401,-2.7728400153340003,0,0,0,1,0,0
3.4603,-5.43846717826,-1.7676514955500002,0,0,0,1,0,0
2.1539,-6.341340894729999,-2.57936707609,1,0,0,0,0,0
2.1468,-5.138325614283801,-2.6822261070802,0,0,0,1,0,0
2.9299,-5.2893487947068,-2.0482008631422,0,0,0,1,0,0
2.8492,-6.20610031695,-1.6133629490599999,1,0,0,0,0,0
2.7123,-5.7617384185164005,-2.6229052902653995,0,0,0,1,0,0
2.068,-4.2964053976554,-1.9194910174844,0,0,0,1,0,0
2.9268,-6.618352782430002,-1.83159824762,1,0,0,0,0,0
2.3534,-4.879001126098,-2.2536468112852,0,0,0,1,0,0
2.507,-4.4566804485908,-1.7028884019588,0,0,0,1,0,0
1.8851,-4.693147374334201,-2.613653419753,0,0,0,1,0,0
2.6953,-5.9794294894,-1.70016726357,1,0,0,0,0,0
3.5791,-5.864597449510001,-1.94724662902,0,0,0,1,0,0
2.7687,-5.21941553819,-2.05582005062,0,0,0,1,0,0
2.4882,-5.427310510877,-2.5750132546718,0,0,0,1,0,0
1.5953,-5.019956094492802,-3.0003271844036,0,0,0,1,0,0
2.2386,-5.626497840732202,-3.083321905176601,0,0,0,1,0,0
3.0601,-7.12366818071,-2.07976606842,1,0,0,0,0,0
2.3788,-5.201183911000401,-2.6416811451288,0,0,0,1,0,0
2.598,-5.24281732831,-2.16874729364,0,0,0,1,0,0
2.9651,-4.760631606307,-1.4242438312323997,0,0,0,1,0,0
2.6601,-5.681736949968002,-2.6514772433183995,0,0,0,1,0,0
1.5704,-4.9873024338608,-3.0653623918289994,0,0,0,1,0,0
2.2384,-5.083902846560001,-2.6286196808800004,0,0,0,1,0,0
3.4862,-6.46542480514,-0.9409696538790002,1,0,0,0,0,0
1.4133,-4.516817606921401,-2.8672635173282,0,0,0,1,0,0
1.6796,-4.5788595621222,-2.6865799284978,0,0,0,1,0,0
2.6612,-6.321204470680001,-1.8188088972,1,0,0,0,0,0
2.4679,-4.846075351627399,-2.0310576913104,0,0,0,1,0,0
3.664,-6.683387989849998,-0.746952486957,1,0,0,0,0,0
3.3317,-6.21127047988,-0.714843054002,1,0,0,0,0,0
2.7322,-7.12448452223,-2.3752816971399993,1,0,0,0,0,0
3.0479,-5.14921016783,-1.71105181712,0,0,0,1,0,0
2.2772,-4.628656394586001,-2.175550139607,0,0,0,1,0,0
1.8033,-4.551648178262201,-2.4269833264734,0,0,0,1,0,0
3.024,-4.957914139292001,-1.5807092884274,0,0,0,1,0,0
2.6085,-4.927981617046001,-2.0473845216264,0,0,0,1,0,0
2.5993,-4.542396307749799,-1.6909153930604,0,0,0,1,0,0
1.6997,-4.5336886649146,-2.6525656986728,0,0,0,1,0,0
2.5379,-5.4324806738104,-2.5491624400048,0,0,0,1,0,0
2.138,-6.44093455966,-1.7396237701699997,1,0,0,0,0,0
2.3943,-6.585699121799999,-2.94481596133,1,0,0,0,0,0
1.7397,-4.5336886649146,-2.6702530981818,0,0,0,1,0,0
2.7385,-5.480372709400001,-2.4365073108199997,0,0,0,1,0,0
1.7036,-4.430013292408,-2.4629023531686003,0,0,0,1,0,0
1.471,-4.9230835679512,-2.9554284010345997,0,0,0,1,0,0
1.994,-5.483093847790001,-1.78152930131,1,0,0,0,0,0
2.0367,-5.1105700027465994,-2.7483497698599995,0,0,0,1,0,0
3.0106,-4.6822628207902,-1.2990714654764,0,0,0,1,0,0
2.4319,-5.867862815570001,-1.5921380696499998,1,0,0,0,0,0
2.2017,-5.163360087435001,-2.751070908246,0,0,0,1,0,0
1.9953,-5.297784323703399,-2.9820955572174004,0,0,0,1,0,0
3.6893,-6.339436097859999,-0.580146703895,1,0,0,0,0,0
2.4232,-5.0575078042196,-2.2577285188642,0,0,0,1,0,0
2.2959,-4.85097340072,-2.32385218164,0,0,0,1,0,0
3.4483,-4.5233483390478,-0.726543949062,0,0,0,1,0,0
1.8217,-5.131522768318799,-3.0397836910006,0,0,0,1,0,0
2.086,-5.0063504025628,-2.5192299177588,0,0,0,1,0,0
2.5412,-6.50705822244,-1.79921670082,1,0,0,0,0,0
3.5047,-6.523929280440001,-1.09389763117,1,0,0,0,0,0
1.7339,-4.8713819386172,-2.6966481405260003,0,0,0,1,0,0
1.7768,-5.02050032217,-2.982367671056,0,0,0,1,0,0
1.8133,-4.851245514560799,-2.7380094439932003,0,0,0,1,0,0
1.6476,-5.6341170282130015,-3.1706704473671996,0,0,0,1,0,0
2.1085,-5.0425415430966005,-2.6188235826864,0,0,0,1,0,0
1.4086,-5.5002370196218,-3.852315613060199,0,0,0,1,0,0
3.2517,-5.124447808515199,-1.5809814022659998,0,0,0,1,0,0
2.471,-6.38379065356,-2.1578627401,1,0,0,0,0,0
1.3892,-4.6223977762982,-3.0414163740322,0,0,0,1,0,0
2.4596,-6.633319043550002,-2.24548339613,1,0,0,0,0,0
2.5277,-5.249620174271201,-2.4288881233436,0,0,0,1,0,0
2.963,-5.495066856688401,-2.2808581951452,0,0,0,1,0,0
2.5033,-6.39249829639,-2.03786053728,1,0,0,0,0,0
1.3823,-5.187850332910001,-3.4836013617599995,0,0,0,1,0,0
1.7955,-4.8956000702526,-2.8090311558678,0,0,0,1,0,0
2.161,-5.207986756965401,-2.7657650555304,0,0,0,1,0,0
2.121,-5.772895085898999,-3.3143465541479995,0,0,0,1,0,0
1.9532,-4.862674295781999,-2.7638602586602,0,0,0,1,0,0
3.3193,-6.575358795929999,-1.26723414636,1,0,0,0,0,0
2.4668,-5.134243906704801,-2.4754195897442006,0,0,0,1,0,0
1.8479,-3.9984407443884,-1.8958171135262,0,0,0,1,0,0
2.8225,-7.167206394889999,-2.28330721969,1,0,0,0,0,0
1.7341,-5.2017281386776,-3.1853645946516,0,0,0,1,0,0
1.9617,-5.398738557824,-2.9690340929646,0,0,0,1,0,0
2.8602,-6.206372430790001,-1.4952655431100004,1,0,0,0,0,0
3.0369,-4.846075351627399,-1.4402985477098,0,0,0,1,0,0
3.0679,-6.12310559618,-1.43485627094,1,0,0,0,0,0
1.7656,-4.564709642515001,-2.5567816274856,0,0,0,1,0,0
2.0793,-4.6866166422078,-2.5219510561448,0,0,0,1,0,0
2.6708,-6.01371583306,-1.50478952746,1,0,0,0,0,0
1.9417,-4.7595431509526,-2.5162366655342,0,0,0,1,0,0
2.2323,-4.627840053070201,-2.0729632224548,0,0,0,1,0,0
1.6249,-5.674389876330001,-3.7750352829,0,0,0,1,0,0
2.7402,-6.02487250044,-1.80738011598,1,0,0,0,0,0
1.5885,-4.905668282280801,-2.7059000110384,0,0,0,1,0,0
2.3386,-4.8822664921612,-2.2852120165628005,0,0,0,1,0,0
2.3053,-6.2346722700032,-2.2248027443936005,1,0,0,0,0,0
2.5127,-4.7151885952608,-1.9213958143546,0,0,0,1,0,0
2.5171,-4.99328893831,-2.23840843632,0,0,0,1,0,0
2.1305,-5.792215168439601,-3.2016914249676005,0,0,0,1,0,0
3.2019,-5.87711468608,-0.6555222371870001,1,0,0,0,0,0
2.3342,-5.2330212301166,-2.3956902350343996,0,0,0,1,0,0
2.8399,-6.445832608760001,-1.6873779131599997,1,0,0,0,0,0
2.2492,-6.09671055383,-2.01228183645,1,0,0,0,0,0
3.2722,-7.65483439366,-1.8487414194499996,1,0,0,0,0,0
2.3753,-4.785666079458201,-2.1031678585394,0,0,0,1,0,0
2.0163,-4.896416411768399,-2.6278033393602005,0,0,0,1,0,0
2.4536,-5.140774638830001,-2.4199083666700005,0,0,0,1,0,0
3.0406,-5.076283659082999,-1.729283444303,0,0,0,1,0,0
1.9685,-5.610987351932001,-3.0563826351551997,0,0,0,1,0,0
2.0903,-5.993307295169999,-2.02289427615,1,0,0,0,0,0
1.8977,-5.019139752977,-2.8370588812435997,0,0,0,1,0,0
2.8204,-4.83274177354,-1.73581417643,0,0,0,1,0,0
1.7722,-4.844714782434401,-2.787806276457,0,0,0,1,0,0
1.8622,-4.828660065956999,-2.5712036609314,0,0,0,1,0,0
2.9748,-5.221048221218201,-1.9105112608106,0,0,0,1,0,0
1.8393,-4.391101013488201,-2.304804212942,0,0,0,1,0,0
2.4833,-6.05235599814,-1.8623471113799996,1,0,0,0,0,0
2.6137,-4.9954658490188,-2.1121476152131997,0,0,0,1,0,0
2.7476,-4.7478422558928,-1.5964918910662,0,0,0,1,0,0
1.7528,-5.385132865894,-3.1366562175422006,0,0,0,1,0,0
2.763,-5.412344249754001,-2.4672561745862,0,0,0,1,0,0
2.8961,-5.476835229502201,-2.461269670137,0,0,0,1,0,0
2.0458,-5.363091644967399,-3.0416884878707995,0,0,0,1,0,0
2.2278,-6.325014064418402,-3.2702641122947997,0,0,0,1,0,0
1.6862,-4.4743678480998,-2.5750132546718,0,0,0,1,0,0
2.9012,-6.525834077310001,-1.70370474347,1,0,0,0,0,0
2.8683,-5.988409246070001,-0.689264353174,1,0,0,0,0,0
